;index;YEAR;VAR1
0;0;1952;0.6327922499999484
1;1;1953;0.6327922499999484
2;2;1954;0.6327922499999484
3;3;1955;0.6361252499999959
4;4;1956;0.6358474999999393
5;5;1957;0.6327922499999484
6;6;1958;0.6327922499999484
7;7;1959;0.6383472500000065
8;8;1960;0.6327922499999484
9;9;1961;0.6327922499999484
10;10;1962;0.6327922499999484
11;11;1963;0.6372362499999696
12;12;1964;0.6327922499999484
13;13;1965;0.6327922499999484
14;14;1966;0.5961292499999312
15;15;1967;0.6272372499999535
16;16;1968;0.595295999999951
17;17;1969;0.6177937499999874
18;18;1970;0.6327922499999484
19;19;1971;0.6372362499999696
20;20;1972;0.5061382499999753
21;21;1973;0.6327922499999484
22;22;1974;0.6327922499999484
23;23;1975;0.6372362499999696
24;24;1976;0.6327922499999484
25;25;1977;0.2345987500000454
26;26;1978;0.1496072500000344
27;27;1979;0.6372362499999696
28;28;1980;0.6339032499999222
29;29;1981;0.6716772499999761
30;30;1982;0.6397359999999737
31;31;1983;0.6372362499999696
32;32;1984;0.6327922499999484
33;33;1985;0.6364029999999894
34;34;1986;0.5664100000000025
35;35;1987;0.6372362499999696
36;36;1988;0.5875189999999454
37;37;1989;0.6008510000000091
38;38;1990;0.43947824999997265
39;39;1991;0.605294999999967
40;40;1992;0.6414024999999343
41;41;1993;0.6314034999999812
42;42;1994;0.6205712499999848
43;43;1995;0.6372362499999696
44;44;1996;0.6341809999999156
45;45;1997;0.6327922499999484
46;46;1998;0.414203000000002
47;47;1999;0.6906362500000695
48;48;2000;0.6327922499999484
49;49;2001;0.6327922499999484
50;50;2002;0.632514499999955
51;51;2003;0.4922507499999878
52;52;2004;0.6741769999999803
53;53;2005;0.6327922499999484
54;54;2006;0.6352919999999525
55;55;2007;0.4472552500000414
56;56;2008;0.28070524999996566
57;57;2009;0.6327922499999484
58;58;2010;0.6327922499999484
59;59;2011;0.6372362499999696
60;60;2012;0.44531100000002427
61;61;2013;0.6614004999999666
62;62;2014;0.6372362499999696
63;63;2015;0.6364029999999894
64;64;2016;0.6372362499999696
65;65;2017;0.6372362499999696
66;66;2018;0.6372362499999696
67;67;2019;0.6372362499999696
68;68;2020;0.5850192500000045
69;69;2021;0.6494572500000596
70;70;2022;0.7083402500000565
71;71;2023;0.6372362499999696
72;72;2024;0.641124750000004
73;73;2025;0.7325044999999903
