;index;YEAR;VAR1_mean
0;0;1952;0.159228500000095
1;1;1953;0.1570065000000211
2;2;1954;0.1570065000000211
3;3;1955;0.1764490000000667
4;4;1956;0.1681165000000111
5;5;1957;0.1642279999999767
6;6;1958;0.1570065000000211
7;7;1959;0.6891755000000677
8;8;1960;0.159228500000095
9;9;1961;0.1670054999999111
10;10;1962;0.1570065000000211
11;11;1963;0.1770045000000535
12;12;1964;0.159228500000095
13;13;1965;0.1564510000000343
14;14;1966;0.1570065000000211
15;15;1967;0.1847814999999959
16;16;1968;0.2447754999999667
17;17;1969;0.1564510000000343
18;18;1970;0.1570065000000211
19;19;1971;0.1764490000000667
20;20;1972;0.1603394999999423
21;21;1973;0.1570065000000211
22;22;1974;0.1570065000000211
23;23;1975;0.1764490000000667
24;24;1976;0.1670055000000374
25;25;1977;0.7758335000001657
26;26;1978;0.1203434999998778
27;27;1979;0.1770045000000535
28;28;1980;0.2614404999999515
29;29;1981;0.0
30;30;1982;0.193669499999912
31;31;1983;0.1764490000000667
32;32;1984;0.159228500000095
33;33;1985;0.2325544999998767
34;34;1986;0.1564510000000343
35;35;1987;0.1770045000000535
36;36;1988;0.1664500000000504
37;37;1989;0.1553399999999343
38;38;1990;0.1603394999999423
39;39;1991;0.3792065000000717
40;40;1992;0.5647434999999787
41;41;1993;0.1570065000000211
42;42;1994;0.1564510000000343
43;43;1995;0.1770045000000535
44;44;1996;0.1664500000000504
45;45;1997;0.1564510000000343
46;46;1998;0.6325144999998918
47;47;1999;0.0
48;48;2000;0.159228500000095
49;49;2001;0.1570065000000211
50;50;2002;0.1564510000000343
51;51;2003;0.3736514999999505
52;52;2004;0.0
53;53;2005;0.1570065000000211
54;54;2006;0.1836704999998959
55;55;2007;0.8658245000000586
56;56;2008;0.1736715000000059
57;57;2009;0.1592284999999687
58;58;2010;0.1564510000000343
59;59;2011;0.1770045000000535
60;60;2012;0.8847115000001171
61;61;2013;0.5447454999999464
62;62;2014;0.1614505000000423
63;63;2015;0.1608950000000555
64;64;2016;0.1658945000000635
65;65;2017;0.1636724999999899
66;66;2018;0.1636724999999899
67;67;2019;0.1636724999999899
68;68;2020;0.1658945000000635
69;69;2021;0.5997400000000354
70;70;2022;0.0
71;71;2023;0.1614505000000423
72;72;2024;0.4469775000001111
73;73;2025;0.6702885000000091
