;index;YEAR;VAR1_mean
0;0;1952;0.4814184999999282
1;1;1953;0.4814184999999282
2;2;1954;0.4814184999999282
3;3;1955;0.483640500000002
4;4;1956;0.4830850000000151
5;5;1957;0.4814184999999282
6;6;1958;0.4814184999999282
7;7;1959;0.4880845000000232
8;8;1960;0.4814184999999282
9;9;1961;0.4814184999999282
10;10;1962;0.4814184999999282
11;11;1963;0.4858624999999494
12;12;1964;0.4814184999999282
13;13;1965;0.4814184999999282
14;14;1966;0.4814184999999282
15;15;1967;0.4858624999999494
16;16;1968;0.4814184999999282
17;17;1969;0.4808629999999414
18;18;1970;0.4814184999999282
19;19;1971;0.4858624999999494
20;20;1972;0.4814184999999282
21;21;1973;0.4814184999999282
22;22;1974;0.4814184999999282
23;23;1975;0.4858624999999494
24;24;1976;0.4814184999999282
25;25;1977;0.0
26;26;1978;0.0
27;27;1979;0.4858624999999494
28;28;1980;0.4814184999999282
29;29;1981;0.4936395000000181
30;30;1982;0.4880844999998969
31;31;1983;0.4858624999999494
32;32;1984;0.4814184999999282
33;33;1985;0.4814184999999282
34;34;1986;0.4814184999999282
35;35;1987;0.4858624999999494
36;36;1988;0.4814184999999282
37;37;1989;0.446421999999998
38;38;1990;0.4814184999999282
39;39;1991;0.4925284999999181
40;40;1992;0.4814184999999282
41;41;1993;0.4814184999999282
42;42;1994;0.4814184999999282
43;43;1995;0.4858624999999494
44;44;1996;0.4814184999999282
45;45;1997;0.4814184999999282
46;46;1998;0.0370184999999534
47;47;1999;0.5691875
48;48;2000;0.4814184999999282
49;49;2001;0.4814184999999282
50;50;2002;0.4814184999999282
51;51;2003;0.4858624999999494
52;52;2004;0.4814184999999282
53;53;2005;0.4814184999999282
54;54;2006;0.4814184999999282
55;55;2007;0.483640500000002
56;56;2008;0.0
57;57;2009;0.4814184999999282
58;58;2010;0.4814184999999282
59;59;2011;0.4858624999999494
60;60;2012;0.4791964999999808
61;61;2013;0.483640500000002
62;62;2014;0.4880845000000232
63;63;2015;0.4880845000000232
64;64;2016;0.4880845000000232
65;65;2017;0.4880845000000232
66;66;2018;0.4880845000000232
67;67;2019;0.4880845000000232
68;68;2020;0.4880845000000232
69;69;2021;0.4880845000000232
70;70;2022;0.4914175000000707
71;71;2023;0.4880845000000232
72;72;2024;0.4880845000000232
73;73;2025;0.5830750000000505
