;index;YEAR;VAR1_mean
0;0;1952;0.7841659999999686
1;1;1953;0.7841659999999686
2;2;1954;0.7841659999999686
3;3;1955;0.7886099999999898
4;4;1956;0.7886099999998636
5;5;1957;0.7841659999999686
6;6;1958;0.7841659999999686
7;7;1959;0.7886099999999898
8;8;1960;0.7841659999999686
9;9;1961;0.7841659999999686
10;10;1962;0.7841659999999686
11;11;1963;0.7886099999999898
12;12;1964;0.7841659999999686
13;13;1965;0.7841659999999686
14;14;1966;0.7108399999999343
15;15;1967;0.7686119999999576
16;16;1968;0.7091734999999737
17;17;1969;0.7547245000000333
18;18;1970;0.7841659999999686
19;19;1971;0.7886099999999898
20;20;1972;0.5308580000000223
21;21;1973;0.7841659999999686
22;22;1974;0.7841659999999686
23;23;1975;0.7886099999999898
24;24;1976;0.7841659999999686
25;25;1977;0.4691975000000908
26;26;1978;0.2992145000000688
27;27;1979;0.7886099999999898
28;28;1980;0.7863879999999162
29;29;1981;0.8497149999999343
30;30;1982;0.7913875000000505
31;31;1983;0.7886099999999898
32;32;1984;0.7841659999999686
33;33;1985;0.7913875000000505
34;34;1986;0.6514015000000768
35;35;1987;0.7886099999999898
36;36;1988;0.6936194999999625
37;37;1989;0.7552800000000202
38;38;1990;0.3975380000000171
39;39;1991;0.7180615000000161
40;40;1992;0.8013864999999404
41;41;1993;0.7813885000000343
42;42;1994;0.7597240000000414
43;43;1995;0.7886099999999898
44;44;1996;0.786943499999903
45;45;1997;0.7841659999999686
46;46;1998;0.7913875000000505
47;47;1999;0.812085000000139
48;48;2000;0.7841659999999686
49;49;2001;0.7841659999999686
50;50;2002;0.7836104999999818
51;51;2003;0.4986390000000262
52;52;2004;0.8669355000000323
53;53;2005;0.7841659999999686
54;54;2006;0.7891654999999768
55;55;2007;0.4108700000000808
56;56;2008;0.5614104999999313
57;57;2009;0.7841659999999686
58;58;2010;0.7841659999999686
59;59;2011;0.7886099999999898
60;60;2012;0.4114255000000677
61;61;2013;0.8391604999999313
62;62;2014;0.7863879999999162
63;63;2015;0.7847214999999556
64;64;2016;0.7863879999999162
65;65;2017;0.7863879999999162
66;66;2018;0.7863879999999162
67;67;2019;0.7863879999999162
68;68;2020;0.6819539999999858
69;69;2021;0.810830000000096
70;70;2022;0.9252630000000424
71;71;2023;0.7863879999999162
72;72;2024;0.7941649999999848
73;73;2025;0.8819339999999303
